collocation,mle_rank,pmi_rank,tscore_rank,dice_rank,ll_rank,rank_av,rank_nor,rank_opt
sứa biển,719.0,3164.0,432.0,2362.0,0.0,1669.25,1669.25,1669.25
củ hồi,2439.0,1847.0,2425.0,2340.0,1711.0,2152.4,1825.2285416688746,2152.4
hạt mắc,1658.0,1956.0,1623.0,890.0,0.0,1531.75,1531.75,1531.75
rau_diếp xoăn,2007.0,3376.0,1954.0,3453.0,0.0,2697.5,2697.5,2697.5
đa_hệ thống,941.0,3434.0,725.0,3453.0,0.0,2138.25,2138.25,2138.25
bí trung_tiện,387.0,3453.0,8.0,3453.0,0.0,1825.25,1825.25,1825.25
nội_soi thực_quản,1832.0,1059.0,1781.0,1660.0,1139.0,1494.2,1267.0769777744065,1494.2
giá_trị bão_hoà,719.0,2520.0,456.0,1955.0,918.0,1313.6,1113.9287364505824,1313.6
cạnh sườn,2950.0,2712.0,2943.0,3008.0,2088.0,2740.2,2323.681123341874,2740.2
nhân mơ_hồ,941.0,2465.0,825.0,1136.0,0.0,1341.75,1341.75,1341.75
bồ hoàng,2906.0,3133.0,2895.0,3321.0,0.0,3063.75,3063.75,3063.75
u_xơ cổ,941.0,428.0,912.0,229.0,340.0,570.0,483.35823673632154,570.0
tài_liệu chuyên_biệt,3359.0,2571.0,3356.0,3356.0,0.0,3160.5,3160.5,3160.5
túi khí,1265.0,59.0,1253.0,187.0,60.0,564.8,478.9486528222358,564.8
lòng bàn_chân,2933.0,2494.0,2930.0,2822.0,2070.0,2649.8,2247.022202989307,2649.8
niềng răng,2322.0,1623.0,2320.0,1094.0,0.0,1839.75,1839.75,1839.75
bên má,719.0,1983.0,638.0,420.0,0.0,940.0,940.0,940.0
thuỷ_tinh_thể đục,719.0,3321.0,410.0,2993.0,1219.0,1732.4,1469.0698409157956,1732.4
vàng lòng_trắng,387.0,2552.0,153.0,954.0,0.0,1011.5,1011.5,1011.5
trọng_lượng phân_tử,3171.0,2626.0,3168.0,3157.0,2203.0,2865.0,2429.511137279932,2865.0
phản_xạ gân,3125.0,2645.0,3124.0,3115.0,2166.0,2835.0,2404.0712300832834,2835.0
pha cuối,2800.0,1304.0,2798.0,1937.0,1857.0,2139.2,1814.034982502349,2139.2
âm_đạo mạn_tính,2957.0,1240.0,2955.0,2033.0,1947.0,2226.4,1887.980312753941,2226.4
gốc ngoại_vi,1535.0,317.0,1511.0,742.0,461.0,913.2,774.3907750659805,913.2
tiểu_đường mãn_tính,941.0,1725.0,799.0,1422.0,831.0,1143.6,969.7692623362408,1143.6
điện_cơ đồ,2883.0,2798.0,2875.0,2961.0,0.0,2879.25,2879.25,2879.25
lớp cơ_vòng,1122.0,1787.0,1090.0,432.0,0.0,1107.75,1107.75,1107.75
kết_quả tỷ_số,1122.0,1599.0,1099.0,305.0,0.0,1031.25,1031.25,1031.25
trương_lực mạch_máu,2121.0,283.0,2116.0,709.0,756.0,1197.0,1015.0522971462752,1197.0
dữ_liệu hiện,719.0,713.0,571.0,839.0,424.0,653.2,553.9115793616934,653.2
tính_chất kích_thích,1952.0,372.0,1944.0,861.0,775.0,1180.8,1001.314747260085,1180.8
huỷ cuối_cùng,3005.0,2459.0,3002.0,2846.0,2100.0,2682.4,2274.666902142998,2682.4
lỗ van,1535.0,1382.0,1467.0,1779.0,1056.0,1443.8,1224.337933684037,1443.8
thay_đổi sinh_hoá,2971.0,2417.0,2968.0,2716.0,0.0,2768.0,2768.0,2768.0
tố ác_tính,2216.0,2028.0,2201.0,1514.0,0.0,1989.75,1989.75,1989.75
mưng mủ,3256.0,1941.0,3256.0,2830.0,2240.0,2704.6,2293.492433468518,2704.6
tiền liệt,2754.0,2184.0,2744.0,2464.0,1928.0,2414.8,2047.7429299488936,2414.8
bơm kim,1433.0,2667.0,1301.0,2193.0,1328.0,1784.4,1513.165680056653,1784.4
phác_đồ hoá_trị,1891.0,1861.0,1858.0,1791.0,1419.0,1764.0,1495.866543162932,1764.0
đáy mắt_thấy,387.0,2852.0,98.0,1512.0,0.0,1212.25,1212.25,1212.25
nguồn_gốc động_vật,2883.0,874.0,2879.0,2009.0,1828.0,2094.6,1776.2143204699983,2094.6
đế giày,1433.0,3422.0,1269.0,3453.0,0.0,2394.25,2394.25,2394.25
nhân tuyến_giáp,1734.0,168.0,1727.0,450.0,313.0,878.4,744.8804827178682,878.4
biện_pháp tích_cực,2121.0,936.0,2100.0,1608.0,1306.0,1614.2,1368.8366065610005,1614.2
ý_thức tạm_thời,387.0,764.0,217.0,591.0,358.0,463.4,392.9617664975639,463.4
phương bắc,1891.0,824.0,1866.0,1340.0,1069.0,1398.0,1185.4996753638202,1398.0
rau húng_quế,719.0,1594.0,625.0,481.0,739.0,831.6,705.1942274910965,831.6
khối_u đặc,2800.0,919.0,2797.0,1985.0,1763.0,2052.8,1740.7680497760016,2052.8
phác_đồ khử,2007.0,788.0,1980.0,1508.0,1162.0,1489.0,1262.6673938603208,1489.0
mảnh xác,3219.0,2883.0,3217.0,3349.0,0.0,3167.0,3167.0,3167.0
trạng_thái sốc,1122.0,418.0,1116.0,137.0,407.0,640.0,542.718020195168,640.0
sung_huyết không_bù,2894.0,2900.0,2885.0,3070.0,0.0,2937.25,2937.25,2937.25
thuốc_tẩy thẩm_thấu,387.0,2231.0,221.0,568.0,0.0,851.75,851.75,851.75
khuyết_tật trí_tuệ,387.0,2313.0,117.0,1347.0,744.0,981.6,832.393763474339,981.6
cận giáp,2708.0,2969.0,2696.0,3042.0,2005.0,2684.0,2276.023697193486,2684.0
cây rau,387.0,156.0,344.0,146.0,97.0,226.0,191.64730088141872,226.0
hình dĩa,1658.0,2123.0,1612.0,1135.0,0.0,1632.0,1632.0,1632.0
sản_phẩm bài_xuất,1734.0,2324.0,1696.0,1469.0,0.0,1805.75,1805.75,1805.75
hình nút,1891.0,1472.0,1867.0,1300.0,1347.0,1575.4,1335.9343265866685,1575.4
kết_quả tích_cực,1433.0,258.0,1412.0,348.0,350.0,760.2,644.6472483630731,760.2
tiền yếu_tố,719.0,1404.0,548.0,972.0,657.0,860.0,729.2773396372571,860.0
vệ_sinh cá_nhân,2216.0,2655.0,2184.0,2518.0,1701.0,2254.8,1912.0634249001016,2254.8
chai gốc,2724.0,1877.0,2716.0,2483.0,1875.0,2335.0,1980.0727768058084,2335.0
áp_lực mao_mạch,3255.0,1005.0,3254.0,2206.0,2165.0,2377.0,2015.6886468811163,2377.0
răng vĩnh_viễn,3171.0,2405.0,3169.0,3068.0,2194.0,2801.4,2375.5785340230373,2801.4
trung_tính bẩm_sinh,2064.0,437.0,2057.0,824.0,937.0,1263.8,1071.6984905041459,1263.8
bài báo_cáo,1433.0,3133.0,1288.0,2617.0,0.0,2117.75,2117.75,2117.75
thiếu_niên tự_phát,1122.0,3028.0,983.0,2223.0,0.0,1839.0,1839.0,1839.0
kế_hoạch tiêm_chủng,2322.0,3101.0,2297.0,2977.0,0.0,2674.25,2674.25,2674.25
trà hoa_cúc,2393.0,2677.0,2364.0,2512.0,1804.0,2350.0,1992.7927304041327,2350.0
củ năng,1891.0,1760.0,1851.0,2075.0,1387.0,1792.8,1520.2888540717145,1792.8
trái cuối,1952.0,1076.0,1940.0,1061.0,1262.0,1458.2,1236.5490891384281,1458.2
bong_bóng khí,387.0,1557.0,359.0,109.0,0.0,603.0,603.0,603.0
đợt thứ,2609.0,1217.0,2602.0,1712.0,1712.0,1970.4,1670.8931046758737,1970.4
trứng toàn_phần,719.0,1809.0,493.0,1538.0,743.0,1060.4,899.2159197108691,1060.4
điều_kiện cơ_bản,2064.0,424.0,2052.0,1036.0,915.0,1298.2,1100.8695840896362,1298.2
bệnh_dịch hạch,2570.0,3205.0,2546.0,3241.0,0.0,2890.5,2890.5,2890.5
ninh nhừ,387.0,3453.0,8.0,3453.0,0.0,1825.25,1825.25,1825.25
văn_phòng y_tế,2393.0,844.0,2392.0,237.0,0.0,1466.5,1466.5,1466.5
hạch bạch,1658.0,413.0,1635.0,735.0,614.0,1011.0,857.3248725270545,1011.0
viện công_nghệ_sinh_học,941.0,2817.0,765.0,2244.0,1094.0,1572.2,1333.2207364856927,1572.2
hạt hạnh_nhân,941.0,1543.0,888.0,501.0,837.0,942.0,798.813085974763,942.0
sức_khoẻ con_người,1433.0,2441.0,1319.0,1828.0,1294.0,1663.0,1410.218855600882,1663.0
hình_dạng sóng,1433.0,3239.0,1279.0,2954.0,1487.0,2078.4,1762.4767705838083,2078.4
phình mạch_máu,1433.0,584.0,1410.0,359.0,661.0,889.4,754.2084486899726,889.4
tuyến_thượng_thận mãn_tính,719.0,1474.0,509.0,1261.0,674.0,927.4,786.4323311390607,927.4
hành_vi hung_hăng,2999.0,2527.0,2993.0,2913.0,2097.0,2705.8,2294.510029756384,2705.8
nền_tảng cơ_bản,2064.0,2552.0,2031.0,1998.0,0.0,2161.25,2161.25,2161.25
ngăn_ngừa sỏi,2957.0,2736.0,2952.0,3048.0,2091.0,2756.8,2337.7578719906865,2756.8
nhà_xuất_bản y_học,2178.0,2730.0,2140.0,2296.0,0.0,2336.0,2336.0,2336.0
vôi răng,1265.0,1623.0,1243.0,361.0,0.0,1123.0,1123.0,1123.0
thông_số tim_mạch,2498.0,1430.0,2488.0,1845.0,1681.0,1988.4,1686.1570489938629,1988.4
lớp đáy,719.0,626.0,663.0,263.0,401.0,534.4,453.1695468629653,534.4
chuyên_khoa y_học,3058.0,2232.0,3055.0,2877.0,2102.0,2664.8,2259.742156587631,2664.8
gian kỳ,2987.0,2356.0,2982.0,2798.0,2079.0,2640.4,2239.0510320676904,2640.4
hạn hữu,2294.0,3315.0,2261.0,3305.0,0.0,2793.75,2793.75,2793.75
chèn_ép tuỷ_sống,1658.0,2621.0,1574.0,1775.0,0.0,1907.0,1907.0,1907.0
lưu_lượng dòng,1122.0,2340.0,1004.0,1727.0,1079.0,1454.4,1233.3267008935195,1454.4
gối trái,387.0,1241.0,347.0,142.0,521.0,527.6,447.4031678983917,527.6
cây vuốt,2754.0,1807.0,2752.0,1804.0,0.0,2279.25,2279.25,2279.25
gia_vị cay,941.0,3040.0,768.0,2157.0,0.0,1726.5,1726.5,1726.5
tay tê,1832.0,1573.0,1763.0,1962.0,1307.0,1687.4,1430.9099801208229,1687.4
bột mịn,1265.0,1664.0,1182.0,1457.0,1016.0,1316.8,1116.6423265515582,1316.8
tóc bạc,387.0,1545.0,119.0,1340.0,579.0,794.0,673.3095438046304,794.0
biện_pháp đặc_hiệu,387.0,455.0,228.0,545.0,242.0,371.4,314.94605109450845,371.4
khu_vực thái_dương,387.0,1422.0,107.0,1459.0,536.0,782.2,663.303180307282,782.2
số_ít chu_kỳ,2393.0,2448.0,2359.0,2647.0,1761.0,2321.6,1968.7096182579721,2321.6
áp_suất sọ,1433.0,106.0,1420.0,161.0,151.0,654.2,554.7595762682483,654.2
bóng khí,1734.0,1557.0,1725.0,557.0,0.0,1393.25,1393.25,1393.25
chỗ tổn_thương,1734.0,1361.0,1686.0,1766.0,1203.0,1550.0,1314.3952051601727,1550.0
liên động,941.0,2125.0,773.0,1965.0,936.0,1348.0,1143.0998300360727,1348.0
bướu tuyến_giáp,1433.0,416.0,1407.0,381.0,500.0,827.4,701.6326404835656,827.4
yếu_tố nội_sinh,1734.0,1964.0,1701.0,1238.0,1384.0,1604.2,1360.356637495451,1604.2
màu sậm,1658.0,969.0,1656.0,80.0,0.0,1090.75,1090.75,1090.75
định_kỳ số_lượng,719.0,1651.0,476.0,1660.0,704.0,1042.0,883.6127766302579,1042.0
áo thun,387.0,3062.0,60.0,1981.0,0.0,1372.5,1372.5,1372.5
hạch dương_tính,2216.0,385.0,2211.0,1065.0,986.0,1372.6,1163.9605539373244,1372.6
địa trung_hải,2778.0,3202.0,2766.0,3325.0,0.0,3017.75,3017.75,3017.75
yếu_tố cơ_bản,941.0,224.0,893.0,430.0,199.0,537.4,455.7135375826302,537.4
cột_sống cổ,3028.0,1275.0,3025.0,1993.0,2011.0,2266.4,1921.900189016139,2266.4
tưa lưỡi,2812.0,2871.0,2803.0,2965.0,0.0,2862.75,2862.75,2862.75
dữ_liệu hiện_nay,719.0,1229.0,547.0,974.0,605.0,814.8,690.9478794609732,814.8
hơi xanh,1832.0,792.0,1821.0,585.0,1034.0,1212.8,1028.4506482698434,1212.8
phó giao_cảm,2869.0,2722.0,2865.0,2955.0,2065.0,2695.2,2285.521262546901,2695.2
thực phẩm,3208.0,2224.0,3207.0,3027.0,2209.0,2775.0,2353.1914156899866,2775.0
nhánh động_mạch_vành,719.0,1945.0,465.0,1863.0,774.0,1153.2,977.9100326391684,1153.2
quần_áo ướt,1265.0,3238.0,1129.0,2921.0,1437.0,1998.0,1694.2978192967903,1998.0
điều_kiện bệnh_lý,941.0,343.0,892.0,442.0,276.0,578.8,490.82060951400507,578.8
chất_lượng tinh_trùng,2178.0,2066.0,2139.0,2321.0,1591.0,2059.0,1746.0256305966423,2059.0
gai đen,719.0,105.0,691.0,138.0,83.0,347.2,294.42452595587866,347.2
nam hân,1891.0,2549.0,1855.0,1874.0,0.0,2042.25,2042.25,2042.25
miếng gạc,3080.0,2651.0,3079.0,3071.0,2138.0,2803.8,2377.613726598769,2803.8
vận đồng_thành,1122.0,2770.0,1001.0,1749.0,0.0,1660.5,1660.5,1660.5
móng tay,3441.0,1187.0,3441.0,3184.0,2354.0,2721.4,2307.7387814986414,2721.4
vần đề,719.0,3408.0,404.0,3192.0,0.0,1930.75,1930.75,1930.75
sưởi ấm,719.0,3093.0,443.0,2196.0,0.0,1612.75,1612.75,1612.75
quần_áo lót,1265.0,2674.0,1149.0,2313.0,1245.0,1729.2,1466.3562508148198,1729.2
mãng vẩy_nến,1832.0,3272.0,1739.0,3041.0,0.0,2471.0,2471.0,2471.0
thanh_quản mạn_tính,2007.0,1359.0,1994.0,985.0,1411.0,1551.2,1315.4128014480386,1551.2
màu sẫm,3430.0,888.0,3430.0,2808.0,2324.0,2576.0,2184.4400312855514,2576.0
bọc nhựa,719.0,2724.0,500.0,1418.0,0.0,1340.25,1340.25,1340.25
thay_đổi đột_ngột,3005.0,1286.0,3003.0,2380.0,1984.0,2331.6,1977.1895873235214,2331.6
sản hồng_cầu,1122.0,193.0,1085.0,474.0,211.0,617.0,523.2140913444042,617.0
tư_thế đúng,387.0,1901.0,126.0,1262.0,650.0,865.2,733.6869235513428,865.2
kháng_thể đặc_hiệu,1433.0,1406.0,1323.0,1760.0,1011.0,1386.6,1175.8325106290938,1386.6
kinh_giới cay,2439.0,3040.0,2419.0,2937.0,0.0,2708.75,2708.75,2708.75
không_trung hoà,2260.0,3350.0,2219.0,3453.0,0.0,2820.5,2820.5,2820.5
dữ_liệu hiện_tại,387.0,1496.0,174.0,868.0,568.0,698.6,592.4106389192881,698.6
búi trĩ,2294.0,3302.0,2262.0,3279.0,0.0,2784.25,2784.25,2784.25
khối cạnh,2064.0,599.0,2042.0,1321.0,1059.0,1417.0,1201.6116165883643,1417.0
rễ đinh_lăng,1891.0,2890.0,1845.0,2338.0,0.0,2241.0,2241.0,2241.0
kết_quả khí,387.0,7.0,374.0,28.0,27.0,164.6,139.58029081894477,164.6
hình kim,1433.0,611.0,1377.0,838.0,673.0,986.4,836.4641486258027,986.4
mảnh vụn,1265.0,2883.0,1165.0,2013.0,0.0,1831.5,1831.5,1831.5
cuối tâm,3099.0,955.0,3097.0,2268.0,1996.0,2283.0,1935.976937664951,2283.0
môn chùm,2178.0,868.0,2159.0,1281.0,1321.0,1561.4,1324.0623698948991,1561.4
hiểu_biết hiện_nay,2543.0,3252.0,2519.0,3297.0,0.0,2902.75,2902.75,2902.75
khuyến_cáo đặc_hiệu,1832.0,2638.0,1756.0,2302.0,1513.0,2008.2,1702.9473877436508,2008.2
bao_bì sản_phẩm,1891.0,2901.0,1843.0,2662.0,1595.0,2178.4,1847.2764612393034,2178.4
lông nách,719.0,1292.0,563.0,895.0,624.0,818.6,694.1702677058821,818.6
hoá_chất tự_nhiên,941.0,1331.0,804.0,1400.0,730.0,1041.2,882.934379105014,1041.2
nguồn giàu,1122.0,24.0,1121.0,18.0,13.0,459.6,389.73937825265506,459.6
nốt sần,2121.0,2886.0,2073.0,2724.0,1699.0,2300.6,1950.901683220318,2300.6
súc_vật non,3336.0,2220.0,3336.0,3172.0,0.0,3016.0,3016.0,3016.0
tin sung_huyết,1433.0,1862.0,1310.0,1954.0,1117.0,1535.2,1301.8448509431594,1535.2
vật_tư y_tế,3405.0,844.0,3405.0,2503.0,0.0,2539.25,2539.25,2539.25
ổ loét,3413.0,1889.0,3413.0,3288.0,2335.0,2867.6,2431.7159292369747,2867.6
suy_dinh_dưỡng trầm_trọng,1832.0,2664.0,1764.0,1951.0,0.0,2052.75,2052.75,2052.75
dây bạc,387.0,1291.0,150.0,1005.0,501.0,666.8,565.4443372908406,666.8
khu_vực ổ,387.0,1198.0,123.0,1302.0,479.0,697.8,591.7322413940441,697.8
hạch cuối,2692.0,331.0,2688.0,1333.0,1363.0,1681.4,1425.8219986814931,1681.4
vết nhăn,387.0,1647.0,350.0,133.0,0.0,629.25,629.25,629.25
kiềm hoá,3331.0,1817.0,3331.0,2984.0,2272.0,2747.0,2329.447502306448,2747.0
phương_pháp thân_nhiệt,2863.0,2553.0,2860.0,2820.0,2045.0,2628.2,2228.7054698077195,2628.2
u cục,2178.0,658.0,2175.0,497.0,1237.0,1349.0,1143.9478269426277,1349.0
bàng_quang kẽ,1433.0,2823.0,1290.0,2566.0,1353.0,1893.0,1605.2581441085206,1893.0
biện_pháp chung,3233.0,1590.0,3232.0,2819.0,2192.0,2613.2,2215.9855162093954,2613.2
hồi viền,1122.0,2366.0,995.0,1901.0,1085.0,1493.8,1266.7377790117844,1493.8
vị cam,1433.0,740.0,1398.0,502.0,754.0,965.4,818.6562135881488,965.4
bên hố_chậu,719.0,1983.0,638.0,420.0,0.0,940.0,940.0,940.0
tuyến_tiền_liệt mạn_tính,3272.0,1466.0,3272.0,2723.0,2226.0,2591.8,2197.8383824091197,2591.8
tính_chất đa_dạng,1433.0,398.0,1395.0,580.0,491.0,859.4,728.768541493324,859.4
khoa da_liễu,1734.0,2783.0,1675.0,2385.0,1512.0,2017.8,1711.0881580465782,2017.8
thuỳ tuyến_giáp,719.0,42.0,699.0,88.0,30.0,315.6,267.62782370874226,315.6
hình_ảnh khối,1658.0,1677.0,1566.0,1906.0,1229.0,1607.2,1362.9006282151158,1607.2
sợi trục,3050.0,1988.0,3047.0,2773.0,2076.0,2586.8,2193.598397876345,2586.8
thính_lực thường_xuyên,2393.0,1130.0,2386.0,1211.0,1566.0,1737.2,1473.1402260672594,1737.2
thay_đổi thông_số,1832.0,2417.0,1780.0,1690.0,0.0,1929.75,1929.75,1929.75
tế tân,387.0,3396.0,15.0,3066.0,0.0,1716.0,1716.0,1716.0
hoá tiểu_não,941.0,1195.0,833.0,1060.0,690.0,943.8,800.3394804065618,943.8
phế_nang lan_toả,2064.0,3150.0,2012.0,3024.0,1743.0,2398.6,2034.0053800627031,2398.6
bàn_chân mắt_cá,2883.0,3169.0,2871.0,3346.0,0.0,3067.25,3067.25,3067.25
đêm hôm,387.0,2587.0,91.0,1582.0,806.0,1090.6,924.8254262888285,1090.6
màu quần_áo,387.0,969.0,381.0,10.0,0.0,436.75,436.75,436.75
sức nóng,2778.0,924.0,2778.0,656.0,0.0,1784.0,1784.0,1784.0
vật_liệu thô,719.0,3417.0,402.0,3222.0,0.0,1940.0,1940.0,1940.0
thiểu ối,2724.0,2321.0,2714.0,2532.0,1931.0,2444.4,2072.84363838292,2444.4
hình_ảnh bệnh_lý,3009.0,2349.0,3006.0,2899.0,2084.0,2669.4,2263.642942357784,2669.4
sản nội,2322.0,162.0,2322.0,641.0,642.0,1217.8,1032.6906328026182,1217.8
sản_phẩm thuốc_lá,1433.0,1132.0,1355.0,1150.0,926.0,1199.2,1016.9178903406962,1199.2
định_lượng đường_huyết,3139.0,2902.0,3138.0,3273.0,2205.0,2931.4,2485.818131875181,2931.4
củ sen,2216.0,2561.0,2186.0,2483.0,1688.0,2226.8,1888.319511516563,2226.8
hoàng khang,719.0,2431.0,553.0,966.0,0.0,1167.25,1167.25,1167.25
trái to,387.0,434.0,348.0,141.0,234.0,308.8,261.8614447441686,308.8
nghiên_cứu ban_đầu,941.0,149.0,909.0,267.0,140.0,481.2,408.056111434242,481.2
tổn_thương khí_huyết,2633.0,2043.0,2625.0,1940.0,0.0,2310.25,2310.25,2310.25
tính_chất chung,2475.0,374.0,2466.0,1230.0,1218.0,1552.6,1316.5999971172155,1552.6
lô chế_phẩm,1734.0,2949.0,1669.0,2600.0,1553.0,2101.0,1781.64150067195,2101.0
mô sâu,2854.0,854.0,2850.0,1713.0,1795.0,2013.2,1707.1873722764255,2013.2
xung_quanh hậu_môn,1891.0,1812.0,1849.0,2110.0,1394.0,1811.2,1535.8919971523255,1811.2
khói bụi,1535.0,2988.0,1445.0,2673.0,1455.0,2019.2,1712.2753537157553,2019.2
loài muỗi,2007.0,2182.0,1971.0,1890.0,1552.0,1920.4,1628.4932593481262,1920.4
cau hoi,2708.0,3272.0,2693.0,3453.0,0.0,3031.5,3031.5,3031.5
nền sọ,2351.0,406.0,2350.0,698.0,1147.0,1390.4,1179.0548988740027,1390.4
hệ_thống huyết_học,3215.0,1736.0,3214.0,2832.0,2186.0,2636.6,2235.8286438227815,2636.6
mặt_nạ hoá_học,1734.0,2331.0,1694.0,1481.0,0.0,1810.0,1810.0,1810.0
nam ngũ_vị,2498.0,2307.0,2484.0,2300.0,1814.0,2280.6,1933.941745089219,2280.6
đoạn xa,941.0,1733.0,787.0,1599.0,829.0,1177.8,998.7707565404202,1177.8
hình tăng_âm,387.0,2123.0,249.0,465.0,0.0,806.0,806.0,806.0
hạt lanh,2294.0,1531.0,2287.0,1437.0,1597.0,1829.2,1551.1559414703147,1829.2
vết kiến,1265.0,1647.0,1241.0,384.0,0.0,1134.25,1134.25,1134.25
khối_u lành,941.0,809.0,866.0,686.0,551.0,770.6,653.4664161912445,770.6
đợt ít_nhất,387.0,783.0,179.0,838.0,364.0,510.2,432.64802172433554,510.2
bánh_quy giòn,1433.0,3320.0,1275.0,3047.0,0.0,2268.75,2268.75,2268.75
trung_tâm điều_nhiệt,719.0,3044.0,450.0,2072.0,0.0,1571.25,1571.25,1571.25
nguồn_gốc nội_sinh,387.0,1213.0,276.0,365.0,493.0,546.8,463.68470850424666,546.8
niêm_mạc nhợt,1658.0,2057.0,1588.0,1563.0,1342.0,1641.6,1392.071721800606,1641.6
xét_nghiệm công_thức,941.0,2397.0,834.0,1051.0,0.0,1305.75,1305.75,1305.75
bình chiết,1658.0,2911.0,1556.0,2255.0,0.0,2095.0,2095.0,2095.0
tiền sảng,2543.0,1870.0,2529.0,2225.0,1772.0,2187.8,1855.24763216092,2187.8
gạc băng,2667.0,2187.0,2659.0,2627.0,1872.0,2402.4,2037.2277683076122,2402.4
đu_đủ xanh,1433.0,1552.0,1408.0,376.0,0.0,1192.25,1192.25,1192.25
chai kỹ,1122.0,2252.0,1011.0,1533.0,1063.0,1396.2,1183.9732809320215,1396.2
lái tàu_xe,3215.0,2921.0,3212.0,3453.0,0.0,3200.25,3200.25,3200.25
dải băng,2778.0,2261.0,2768.0,2728.0,1941.0,2495.2,2115.9218812359113,2495.2
mạn_tính thiếu_niên,2736.0,2588.0,2727.0,2722.0,1963.0,2547.2,2160.0177203767685,2547.2
cốt_khí củ,2667.0,3099.0,2653.0,3155.0,0.0,2893.5,2893.5,2893.5
bài_xuất đờm,1433.0,3297.0,1278.0,2982.0,0.0,2247.5,2247.5,2247.5
thông_số huyết_học,2812.0,2210.0,2809.0,2585.0,1961.0,2475.4,2099.1315424861236,2475.4
thể_tích bướu_giáp,2650.0,2318.0,2643.0,2218.0,0.0,2457.25,2457.25,2457.25
vật_chất lạ,941.0,2576.0,812.0,1276.0,0.0,1401.25,1401.25,1401.25
sát_trùng răng,1658.0,1247.0,1644.0,549.0,1149.0,1249.4,1059.4873350497546,1249.4
đơn dòng,3142.0,1749.0,3142.0,2707.0,2128.0,2573.6,2182.4048387098196,2573.6
dương_vật cương,3259.0,1989.0,3259.0,2939.0,2237.0,2736.6,2320.6283344782764,2736.6
tinh_dầu quế,1658.0,3062.0,1550.0,2554.0,0.0,2206.0,2206.0,2206.0
thủ_tục y_tế,941.0,142.0,940.0,13.0,132.0,433.6,367.69145868222637,433.6
nốt sẩn,2260.0,3046.0,2223.0,2841.0,0.0,2592.5,2592.5,2592.5
giọt đủ,1535.0,1095.0,1486.0,1380.0,983.0,1295.8,1098.8343915139042,1295.8
tư_thế cột_sống,3110.0,2480.0,3109.0,3021.0,2145.0,2773.0,2351.4954218768767,2773.0
khu_vực nhất_định,719.0,1317.0,496.0,1488.0,623.0,928.6,787.4499274269267,928.6
hiệu_ứng dài_hạn,2393.0,2820.0,2358.0,2786.0,1820.0,2435.4,2065.2116662239255,2435.4
bụi sương,2518.0,3151.0,2500.0,3180.0,1946.0,2659.0,2254.8237745296124,2659.0
lợi_ích tối_ưu,1433.0,1052.0,1344.0,1353.0,899.0,1216.2,1031.3338377521304,1216.2
lá trà,719.0,990.0,605.0,541.0,519.0,674.8,572.2283125432803,674.8
căn_cứ kết_quả,719.0,3445.0,398.0,3453.0,0.0,2003.75,2003.75,2003.75
tiêu cơ_vân,3342.0,2567.0,3342.0,3327.0,0.0,3144.5,3144.5,3144.5
giáp nhất_thời,1832.0,1121.0,1782.0,1629.0,1166.0,1506.0,1277.0833412717548,1506.0
u_xơ tuyến_tiền_liệt,1535.0,1141.0,1490.0,1280.0,991.0,1287.4,1091.7112174988429,1287.4
kích_thích mạnh_mẽ,719.0,2635.0,515.0,1205.0,0.0,1268.5,1268.5,1268.5
khả_dụng sau_cùng,2831.0,1287.0,2831.0,1311.0,0.0,2065.0,2065.0,2065.0
quả bóng,2609.0,2393.0,2596.0,2369.0,1892.0,2371.8,2011.2790629670308,2371.8
thông_báo lẻ_tẻ,3142.0,2648.0,3141.0,3086.0,2191.0,2841.6,2409.668009666546,2841.6
cấu_tạo tự_nhiên,3014.0,1739.0,3012.0,2625.0,2043.0,2486.6,2108.629107839539,2486.6
khu_vực trung_tâm,387.0,1042.0,136.0,1183.0,442.0,638.0,541.0220263820581,638.0
bảo_quản_viên đạn,2609.0,3290.0,2588.0,3453.0,0.0,2985.0,2985.0,2985.0
đại_tiện hàng,719.0,1765.0,665.0,262.0,0.0,852.75,852.75,852.75
tinh hồng,3028.0,2386.0,3022.0,2889.0,2103.0,2685.6,2277.380492243974,2685.6
bằng_chứng rõ_ràng,3075.0,2601.0,3070.0,3022.0,2130.0,2779.6,2357.092201460139,2779.6
u nguyên,3287.0,573.0,3287.0,2168.0,2129.0,2288.8,1940.8953197229698,2288.8
mụn cóc,2957.0,1630.0,2956.0,1990.0,2020.0,2310.6,1959.3816522858676,2310.6
cơ_quan nội_tạng,2791.0,1363.0,2789.0,2230.0,1849.0,2204.4,1869.324380809732,2204.4
thụ_tinh trứng,1433.0,2157.0,1365.0,1005.0,0.0,1490.0,1490.0,1490.0
màu lưỡi,1658.0,114.0,1657.0,69.0,191.0,737.8,625.6521176562421,737.8
mạch_máu bẩm_sinh,387.0,382.0,349.0,139.0,213.0,294.0,249.31109052715533,294.0
đường_kính mỏm,2121.0,3222.0,2068.0,3078.0,0.0,2622.25,2622.25,2622.25
kim to,387.0,241.0,353.0,127.0,148.0,251.2,213.01682292660345,251.2
sùi mào_gà,2007.0,3144.0,1958.0,2894.0,0.0,2500.75,2500.75,2500.75
lớp mảng,719.0,546.0,664.0,262.0,360.0,510.2,432.64802172433554,510.2
yếu_tố phức_tạp,1265.0,718.0,1207.0,819.0,663.0,934.4,792.3683094849454,934.4
