collocation,mle_rank,pmi_rank,tscore_rank,dice_rank,ll_rank,rank_av,rank_nor,rank_opt
tiêu_chuẩn đặc_hiệu,719.0,1222.0,503.0,1382.0,600.0,885.2,750.6468616824418,885.2
bột mì,1122.0,2613.0,1018.0,1424.0,0.0,1544.25,1544.25,1544.25
giai_đoạn ấu_trùng,3121.0,914.0,3119.0,1832.0,2021.0,2201.4,1866.7803900900672,2201.4
giám_đốc bệnh_viện,1122.0,3259.0,959.0,2790.0,0.0,2032.5,2032.5,2032.5
màu nâu,3321.0,921.0,3321.0,2112.0,2238.0,2382.6,2020.437429557824,2382.6
rìa phía,719.0,1991.0,632.0,433.0,0.0,943.75,943.75,943.75
loài tần,387.0,1516.0,175.0,856.0,574.0,701.6,594.954629638953,701.6
cây quỳnh,387.0,644.0,329.0,201.0,310.0,374.2,317.3204424328623,374.2
vị_giác tạm_thời,1832.0,1377.0,1792.0,1474.0,1260.0,1547.0,1311.8512144405079,1547.0
khoa răng,2007.0,542.0,1999.0,748.0,1008.0,1260.8,1069.154499784481,1260.8
chất_lỏng xung_quanh,1122.0,1016.0,1067.0,777.0,716.0,939.6,796.7778933990311,939.6
huyết_áp_cao ác_tính,1122.0,2028.0,1071.0,699.0,0.0,1230.0,1230.0,1230.0
bướu giả,2475.0,669.0,2469.0,929.0,1453.0,1599.0,1355.9470535813653,1599.0
xung_quanh rìa,1122.0,3037.0,982.0,2233.0,0.0,1843.5,1843.5,1843.5
kết_quả tương_tự,1658.0,91.0,1649.0,323.0,142.0,772.6,655.1624100043545,772.6
cơ_quan nội_tiết,1433.0,1384.0,1350.0,1235.0,1017.0,1283.8,1088.658428635245,1283.8
năm trước_đây,719.0,2727.0,440.0,2233.0,966.0,1417.0,1201.6116165883643,1417.0
tổ_chức xơ,719.0,634.0,578.0,810.0,397.0,627.6,532.2028585538867,627.6
bên cơ_hoành,1952.0,1983.0,1931.0,1180.0,0.0,1761.5,1761.5,1761.5
sỏi tuỵ,719.0,109.0,678.0,211.0,84.0,360.2,305.448485741093,360.2
mãn_tính ổn_định,3196.0,1184.0,3196.0,2174.0,2137.0,2377.4,2016.0278456437384,2377.4
lợi_tiểu tiện,387.0,2830.0,106.0,1463.0,0.0,1196.5,1196.5,1196.5
trạng_thái đờ_đẫn,1122.0,1375.0,1115.0,153.0,0.0,941.25,941.25,941.25
vắc_xin thuỷ_đậu,2007.0,3019.0,1962.0,2679.0,0.0,2416.75,2416.75,2416.75
đa cơ_quan,387.0,1674.0,99.0,1497.0,602.0,851.8,722.3237650035064,851.8
lỏng răng,2498.0,1437.0,2492.0,1288.0,1718.0,1886.6,1599.8309639065687,1886.6
trị_liệu toàn_diện,1433.0,2875.0,1303.0,2080.0,0.0,1922.75,1922.75,1922.75
biến_thiên đáng_kể,3166.0,2272.0,3165.0,2864.0,0.0,2866.75,2866.75,2866.75
nhĩ dai_dẳng,387.0,238.0,275.0,365.0,143.0,281.6,238.79592888587396,281.6
buổi thẩm,2609.0,319.0,2609.0,308.0,1298.0,1428.6,1211.4483807044016,1428.6
cân đáng_kể,2518.0,687.0,2513.0,1678.0,1482.0,1775.6,1505.7033072789693,1775.6
thể_trạng sức_khoẻ,1122.0,1616.0,1026.0,1242.0,924.0,1186.0,1005.7243311741707,1186.0
tia xạ,3349.0,2599.0,3349.0,3353.0,0.0,3162.5,3162.5,3162.5
ổ ran,387.0,2001.0,283.0,347.0,0.0,754.5,754.5,754.5
binh thường,387.0,3099.0,56.0,2097.0,0.0,1409.75,1409.75,1409.75
loạn_thần kinh,2822.0,2804.0,2817.0,3020.0,2040.0,2700.6,2290.100445842298,2700.6
phụ_khoa định_kỳ,387.0,2876.0,55.0,2097.0,880.0,1259.0,1067.628105352682,1259.0
quý thứ,2414.0,1742.0,2407.0,1541.0,1719.0,1964.6,1665.974722617855,1964.6
lệ đạo,2999.0,1584.0,2996.0,1962.0,0.0,2385.25,2385.25,2385.25
tử_vong tim_mạch,2765.0,1839.0,2761.0,2146.0,1904.0,2283.0,1935.976937664951,2283.0
thẩm_thấu cục_bộ,2121.0,889.0,2103.0,1385.0,1290.0,1557.6,1320.8399816499902,1557.6
đốm đen,719.0,176.0,685.0,172.0,136.0,377.6,320.2036319151492,377.6
hoàng_liên ô_rô,2178.0,3361.0,2124.0,3453.0,0.0,2779.0,2779.0,2779.0
hiện_tượng hiệu_lực,1433.0,2594.0,1326.0,1604.0,0.0,1739.25,1739.25,1739.25
ranh_giới rõ,1122.0,2968.0,975.0,2406.0,1265.0,1747.2,1481.620195132809,1747.2
gian đốt_sống,719.0,2446.0,454.0,2001.0,902.0,1304.4,1106.1271649102769,1304.4
chấy rận,1122.0,3428.0,945.0,3453.0,0.0,2237.0,2237.0,2237.0
bột sắn,1122.0,2613.0,1018.0,1424.0,0.0,1544.25,1544.25,1544.25
phế cầu_là,1952.0,2152.0,1927.0,1405.0,0.0,1859.0,1859.0,1859.0
lạc nội,1265.0,1402.0,1249.0,218.0,0.0,1033.5,1033.5,1033.5
cơ_sở chuyên_khoa,3181.0,1060.0,3181.0,2322.0,2104.0,2369.6,2009.4134697726097,2369.6
cảm_giác_kiến bò,941.0,3066.0,767.0,2216.0,0.0,1747.5,1747.5,1747.5
đáp_ứng tim_mạch,2587.0,779.0,2579.0,1747.0,1575.0,1853.4,1571.6774666089445,1853.4
màu móng,2064.0,133.0,2064.0,166.0,384.0,962.2,815.942623487173,962.2
dịch_âm đạo,3440.0,1584.0,3440.0,3357.0,0.0,2955.25,2955.25,2955.25
cây cà_độc_dược,1535.0,1807.0,1519.0,661.0,0.0,1380.5,1380.5,1380.5
kỳ kinh_nguyệt,1535.0,474.0,1514.0,692.0,636.0,970.2,822.7265987396127,970.2
môi_trường độc_hại,387.0,1134.0,197.0,693.0,467.0,575.6,488.10701941302926,575.6
van sinh_học,1832.0,410.0,1825.0,412.0,717.0,1039.2,881.2383852919041,1039.2
vón cục,1265.0,3170.0,1140.0,2662.0,0.0,2059.25,2059.25,2059.25
đường_huyết trầm_trọng,2414.0,1475.0,2404.0,2135.0,1630.0,2011.6,1705.8305772259375,2011.6
nhu_cầu sắt,1265.0,35.0,1255.0,136.0,29.0,544.0,461.31031716589285,544.0
thoái_hoá đĩa_đệm,941.0,2741.0,760.0,2374.0,1055.0,1574.2,1334.9167302988023,1574.2
bắp_thịt mỏi_mệt,1952.0,3314.0,1894.0,3212.0,0.0,2593.0,2593.0,2593.0
chồng cô,387.0,3129.0,51.0,2167.0,0.0,1433.5,1433.5,1433.5
táo_bón mãn_tính,719.0,950.0,524.0,1090.0,498.0,756.2,641.2552607368533,756.2
phạm_vi tổn_thương,1535.0,2914.0,1447.0,2407.0,1450.0,1950.6,1654.1027659260856,1950.6
bảo_hiểm_y_tế lầu,387.0,3453.0,8.0,3453.0,0.0,1825.25,1825.25,1825.25
niêm_mạc thực_quản,2518.0,1178.0,2505.0,1996.0,1631.0,1965.6,1666.8227195244099,1965.6
hoạt_động hàng,3316.0,1252.0,3316.0,2754.0,2242.0,2576.0,2184.4400312855514,2576.0
vị phì,1433.0,640.0,1399.0,492.0,692.0,931.2,789.6547193839696,931.2
cổng điện_tim,1891.0,3288.0,1839.0,3123.0,0.0,2535.25,2535.25,2535.25
mật_độ khoáng,2854.0,2778.0,2842.0,3030.0,2056.0,2712.0,2299.7676105770247,2712.0
thìa sữa_chua,941.0,3384.0,731.0,3143.0,0.0,2049.75,2049.75,2049.75
tỷ_số sắt,719.0,1186.0,682.0,184.0,630.0,680.2,576.807495838677,680.2
bướu_giáp_trạng bẩm_sinh,2064.0,1709.0,2056.0,942.0,0.0,1692.75,1692.75,1692.75
đồng_phân lập_thể,2393.0,3333.0,2353.0,3453.0,0.0,2883.0,2883.0,2883.0
cây phỉ,2351.0,1807.0,2342.0,1341.0,0.0,1960.25,1960.25,1960.25
dị hợp_tử,2708.0,2101.0,2701.0,2318.0,1900.0,2345.6,1989.0615440152908,2345.6
lưới nội,2791.0,1402.0,2791.0,1387.0,0.0,2092.75,2092.75,2092.75
kết_luận chắc_chắn,719.0,1998.0,464.0,1874.0,790.0,1169.0,991.3083837627366,1169.0
giác_mạc đốm,2942.0,3088.0,2934.0,3299.0,2131.0,2878.8,2441.2134945903904,2878.8
thất tạm_thời,1658.0,220.0,1639.0,625.0,385.0,905.4,767.7763991948518,905.4
lợi_tiểu quai,3248.0,2830.0,3248.0,3347.0,0.0,3168.25,3168.25,3168.25
ngôi thóp,1122.0,2715.0,1009.0,1637.0,0.0,1620.75,1620.75,1620.75
bồ_công_anh nam,719.0,2144.0,597.0,592.0,0.0,1013.0,1013.0,1013.0
quanh niệu_đạo,1952.0,1071.0,1935.0,1115.0,1257.0,1466.0,1243.1634650095568,1466.0
cầu_nối động,2216.0,2568.0,2183.0,2638.0,1678.0,2256.6,1913.5898193319003,2256.6
bình sạch_sẽ,2007.0,2569.0,1966.0,2386.0,1594.0,2104.4,1784.524690154237,2104.4
trạng_thái cương,1832.0,75.0,1826.0,271.0,121.0,825.0,699.5974479078338,825.0
diện_tích thân_thể,2692.0,2896.0,2680.0,2895.0,0.0,2790.75,2790.75,2790.75
lợi_ích nhất,719.0,617.0,576.0,819.0,388.0,623.8,528.9804703089778,623.8
vị mặn,2854.0,1724.0,2848.0,1877.0,0.0,2325.75,2325.75,2325.75
loài sán,387.0,301.0,250.0,461.0,172.0,314.2,266.4406280395653,314.2
khoảng_cách ít_nhất,3219.0,2439.0,3218.0,3139.0,2235.0,2850.0,2416.791183681608,2850.0
hậu_quả nặng_nề,1535.0,1887.0,1455.0,2046.0,1211.0,1626.8,1379.5213675835928,1626.8
mụn trứng_cá,3427.0,1675.0,3427.0,3244.0,2341.0,2822.8,2393.7256678233134,2822.8
biểu_hiện mệt_mỏi,387.0,760.0,162.0,922.0,352.0,516.6,438.0752019262872,516.6
thành_viên tập_đoàn,2587.0,2861.0,2571.0,2894.0,1922.0,2567.0,2176.808059126557,2567.0
tuyến vú,3403.0,947.0,3403.0,2745.0,2303.0,2560.2,2171.041680161983,2560.2
danh_sách đầy_đủ,3028.0,1442.0,3027.0,1838.0,0.0,2333.75,2333.75,2333.75
sỏi sắc_tố,387.0,628.0,201.0,665.0,300.0,436.2,369.8962506392692,436.2
hậu_môn nhân_tạo,1952.0,2763.0,1902.0,2379.0,1609.0,2121.0,1798.6014388030492,2121.0
cường cận,3270.0,1250.0,3270.0,2550.0,2202.0,2508.4,2127.115440402437,2508.4
băng giấy,719.0,1926.0,481.0,1648.0,776.0,1110.0,941.2765662759946,1110.0
bao_bì gốc,2894.0,2743.0,2886.0,3016.0,2068.0,2721.4,2307.7387814986414,2721.4
miếng gòn,1265.0,2883.0,1165.0,2013.0,0.0,1831.5,1831.5,1831.5
trí_tuệ mạch_máu,941.0,1200.0,914.0,223.0,736.0,802.8,680.7719165823139,802.8
dầu bạch_đàn,387.0,2510.0,167.0,911.0,0.0,993.75,993.75,993.75
dầu hạt,2121.0,466.0,2109.0,1174.0,1005.0,1375.0,1165.9957465130565,1375.0
trạng_thái cân_bằng_động,3286.0,1375.0,3285.0,2428.0,0.0,2593.5,2593.5,2593.5
sơ_đồ tư_duy,3110.0,3069.0,3108.0,3453.0,0.0,3185.0,3185.0,3185.0
tuyến_giáp thai_nhi,2570.0,3153.0,2547.0,3210.0,1965.0,2689.0,2280.263681726261,2689.0
quang thực_quản,1433.0,711.0,1354.0,1185.0,719.0,1080.4,916.1758578419682,1080.4
bà bầu,1734.0,3368.0,1661.0,3295.0,0.0,2514.5,2514.5,2514.5
gối mạn_tính,387.0,1327.0,326.0,209.0,553.0,560.4,475.217466433394,560.4
hạn chế_biến_chứng,941.0,3314.0,742.0,2886.0,0.0,1970.75,1970.75,1970.75
hoá_học trị_liệu,941.0,1013.0,817.0,1210.0,626.0,921.4,781.344349699731,921.4
sinh_hoạt hàng,2543.0,1348.0,2539.0,1498.0,1714.0,1928.4,1635.2772346005659,1928.4
xoang mạn,387.0,256.0,296.0,307.0,154.0,280.0,237.43913383538603,280.0
bệnh_lý nội_khoa,941.0,865.0,882.0,575.0,578.0,768.2,651.4312236155126,768.2
khối_u tuyến,1952.0,457.0,1938.0,1079.0,862.0,1257.6,1066.4409096835052,1257.6
nhánh trái,2178.0,864.0,2170.0,963.0,1334.0,1501.8,1273.521754264224,1501.8
áp_lực bên,2260.0,159.0,2255.0,507.0,591.0,1154.4,978.9276289270344,1154.4
kỹ_thuật sinh_thiết,719.0,1245.0,560.0,910.0,608.0,808.4,685.5206992590216,808.4
tú uyên,2260.0,3350.0,2219.0,3453.0,0.0,2820.5,2820.5,2820.5
xuân quang,2518.0,3095.0,2501.0,3075.0,0.0,2797.25,2797.25,2797.25
đào_thải cuối_cùng,2587.0,725.0,2581.0,1692.0,1555.0,1828.0,1550.1383451824488,1828.0
lòng_dạ dày,3183.0,2717.0,3182.0,3203.0,0.0,3071.25,3071.25,3071.25
vắc_xin thương_hàn,2439.0,2842.0,2422.0,2839.0,1853.0,2479.0,2102.184331349721,2479.0
cô bé,1265.0,654.0,1201.0,1071.0,625.0,963.2,816.790620393728,963.2
phương_pháp nội_soi,2439.0,1463.0,2427.0,2153.0,1645.0,2025.4,1717.532934536396,2025.4
sắt nhanh_chóng,1433.0,608.0,1366.0,984.0,669.0,1012.0,858.1728694336094,1012.0
di lệch,1535.0,3305.0,1438.0,3045.0,0.0,2330.75,2330.75,2330.75
lao_phổi_thể tiềm_ẩn,1122.0,2526.0,1021.0,1323.0,0.0,1498.0,1498.0,1498.0
kim thẳng,1122.0,2307.0,989.0,2042.0,1047.0,1501.4,1273.182555501602,1501.4
mật_độ chắc,1265.0,2497.0,1156.0,2192.0,1212.0,1664.4,1411.406051270059,1664.4
tác_nhân phong_bế,3067.0,2644.0,3062.0,2946.0,0.0,2929.75,2929.75,2929.75
nút chai,2064.0,897.0,2045.0,1265.0,1253.0,1504.8,1276.0657449838889,1504.8
rạn màu,1734.0,2251.0,1698.0,1365.0,0.0,1762.0,1762.0,1762.0
nốt tím,719.0,539.0,602.0,553.0,346.0,551.8,467.9246930370214,551.8
mẫu chuẩn,2778.0,1269.0,2775.0,2175.0,1824.0,2164.2,1835.234905166223,2164.2
vỏ sò,719.0,1176.0,710.0,43.0,0.0,662.0,662.0,662.0
bã đậu_nành,387.0,1053.0,265.0,403.0,455.0,512.6,434.68321430006745,512.6
nắng to,387.0,157.0,356.0,119.0,99.0,223.6,189.61210830568683,223.6
dây_thần_kinh tuỷ_sống,1122.0,107.0,1111.0,186.0,110.0,527.2,447.0639691357697,527.2
mặt_cắt chuẩn,719.0,1828.0,579.0,798.0,778.0,940.4,797.456290924275,940.4
cương cứng,3416.0,1411.0,3416.0,3129.0,2325.0,2739.4,2323.00272581663,2739.4
ký_sinh vật,2121.0,3192.0,2067.0,3114.0,1775.0,2453.8,2080.8148093045365,2453.8
kẽ mông,1535.0,1444.0,1463.0,1816.0,1077.0,1467.0,1244.0114619161118,1467.0
tâm_trạng thất_thường,941.0,1019.0,813.0,1258.0,631.0,932.4,790.6723156718355,932.4
lòng ruột_thừa,2351.0,1312.0,2335.0,2022.0,1572.0,1918.4,1626.7972655350163,1918.4
ối sớm,941.0,1835.0,898.0,377.0,0.0,1012.75,1012.75,1012.75
điện giải,3453.0,715.0,3453.0,3362.0,2363.0,2669.2,2263.4733429764724,2669.2
tổn_thương thực_thể,2294.0,586.0,2288.0,1343.0,1250.0,1552.2,1316.2607983545936,1552.2
thị_lực vĩnh_viễn,1658.0,891.0,1590.0,1440.0,952.0,1306.2,1107.6535593420758,1306.2
ma_tuý bạo_lực,719.0,3339.0,416.0,2928.0,0.0,1850.5,1850.5,1850.5
mãn_kinh chính_thức,1122.0,3214.0,964.0,2691.0,0.0,1997.75,1997.75,1997.75
bác_sỹ tim_mạch,1433.0,468.0,1382.0,782.0,564.0,925.8,785.0755360885728,925.8
trạng sức_khoẻ,941.0,2490.0,822.0,1175.0,0.0,1357.0,1357.0,1357.0
tỳ_vị hư,719.0,2857.0,441.0,2233.0,1002.0,1450.4,1229.9347132672997,1450.4
đặc_tính nghề_nghiệp,387.0,3130.0,35.0,2575.0,975.0,1420.4,1204.494806070651,1420.4
dâm dương,1535.0,2315.0,1489.0,1297.0,0.0,1659.0,1659.0,1659.0
cây hoàng_liên,1891.0,1807.0,1874.0,901.0,0.0,1618.25,1618.25,1618.25
tổn_thương phần_mềm,1658.0,1416.0,1621.0,1021.0,1182.0,1379.6,1169.8965322832091,1379.6
y_tế kịp_thời,2570.0,1460.0,2569.0,1159.0,0.0,1939.5,1939.5,1939.5
lớp mỏng,3310.0,1221.0,3310.0,2718.0,2227.0,2557.2,2168.497689442318,2557.2
loãng_xương mãn_kinh,1535.0,2789.0,1450.0,2226.0,1430.0,1886.0,1599.322165762636,1886.0
tiểu động_mạch_vành,719.0,695.0,603.0,550.0,421.0,597.6,506.7629513572382,597.6
khí_hậu ấm,1734.0,2273.0,1677.0,2311.0,1398.0,1878.6,1593.046988654129,1878.6
kèn tiên,1265.0,3268.0,1131.0,2851.0,0.0,2128.75,2128.75,2128.75
thấp_khớp mạn_tính,2439.0,1792.0,2436.0,1433.0,0.0,2025.0,2025.0,2025.0
gạc sạch,2121.0,2438.0,2077.0,2505.0,1620.0,2152.2,1825.0589422875635,2152.2
vật_chủ trung_gian,1122.0,3428.0,945.0,3453.0,0.0,2237.0,2237.0,2237.0
nông ác_tính,1832.0,2028.0,1798.0,1151.0,0.0,1702.25,1702.25,1702.25
đốm xanh,941.0,175.0,918.0,180.0,166.0,476.0,403.6465275201562,476.0
sát_trùng âm_đạo,387.0,1779.0,141.0,1161.0,629.0,819.4,694.8486652311261,819.4
khí ne,719.0,1580.0,684.0,176.0,0.0,789.75,789.75,789.75
nắp đậy,2927.0,2381.0,2924.0,2631.0,0.0,2715.75,2715.75,2715.75
niêm_mạc nhất,2765.0,1640.0,2758.0,2331.0,1873.0,2273.4,1927.8361673620236,2273.4
sậm màu,2650.0,2251.0,2644.0,2150.0,0.0,2423.75,2423.75,2423.75
y văn,719.0,3445.0,398.0,3453.0,0.0,2003.75,2003.75,2003.75
chí_tuyến bắc,2007.0,2294.0,1977.0,1643.0,0.0,1980.25,1980.25,1980.25
pha thứ,719.0,361.0,657.0,311.0,247.0,459.0,389.2305801087221,459.0
mõm lồi,3166.0,2495.0,3163.0,3025.0,0.0,2962.25,2962.25,2962.25
nội_khoa tiếng,2708.0,3182.0,2695.0,3286.0,2053.0,2784.8,2361.501785374225,2784.8
sả chanh,1832.0,3268.0,1741.0,3038.0,0.0,2469.75,2469.75,2469.75
hoa_kỳ năm,387.0,2711.0,131.0,1232.0,0.0,1115.25,1115.25,1115.25
chốc mép,2778.0,3169.0,2767.0,3291.0,0.0,3001.25,3001.25,3001.25
bệnh_bạch_cầu mạn,2393.0,1339.0,2368.0,2065.0,1593.0,1951.6,1654.9507628326405,1951.6
tuyến tùng,719.0,1139.0,713.0,36.0,0.0,651.75,651.75,651.75
bảng giá,1658.0,2665.0,1554.0,2399.0,1428.0,1940.8,1645.792396241847,1940.8
hệ_thống sinh_dục,719.0,261.0,628.0,441.0,185.0,446.8,378.8850178487517,446.8
danh_pháp tiêu_chuẩn,2498.0,3314.0,2477.0,3453.0,0.0,2935.5,2935.5,2935.5
bên bàn_tay,387.0,222.0,318.0,241.0,135.0,260.6,220.98799384822001,260.6
thể_tích tuyến_thượng_thận,1433.0,70.0,1418.0,178.0,79.0,635.6,538.9868338063263,635.6
biện_pháp chuẩn,2178.0,522.0,2157.0,1315.0,1091.0,1452.6,1231.8003064617203,1452.6
cạnh hình,387.0,637.0,213.0,606.0,304.0,429.4,364.12987167469555,429.4
màu nhợt,1433.0,590.0,1428.0,53.0,706.0,842.0,714.0133953192679,842.0
mãn ổn_định,3278.0,963.0,3278.0,2367.0,2182.0,2413.6,2046.7253336610274,2413.6
thuốc_phiện đậm_đặc,719.0,3404.0,406.0,3166.0,0.0,1923.75,1923.75,1923.75
thuốc_phiện bất_hợp_pháp,941.0,3404.0,728.0,3215.0,0.0,2072.0,2072.0,2072.0
bằng_chứng độc_hại,1535.0,2124.0,1460.0,1925.0,1275.0,1663.8,1410.8972531261259,1663.8
kim bản,1265.0,2278.0,1162.0,2089.0,1158.0,1590.4,1348.6542801849928,1590.4
xơ_gan cổ_trướng,2178.0,3302.0,2125.0,3242.0,0.0,2711.75,2711.75,2711.75
thiết_bị kỹ_thuật,2667.0,2491.0,2656.0,2775.0,1908.0,2499.4,2119.4834682434425,2499.4
sức_bền mao_mạch,2475.0,2657.0,2453.0,2395.0,0.0,2495.0,2495.0,2495.0
vết trầy,2800.0,1647.0,2800.0,1734.0,0.0,2245.25,2245.25,2245.25
hồng_cầu bên,387.0,10.0,384.0,5.0,16.0,160.4,136.01870381141399,160.4
bên liệt,2322.0,1244.0,2314.0,1493.0,1548.0,1784.2,1512.996080675342,1784.2
khoáng_chất thiết_yếu,2064.0,1966.0,2046.0,1248.0,0.0,1831.0,1831.0,1831.0
bạch_hầu thanh_quản,719.0,2458.0,542.0,995.0,0.0,1178.5,1178.5,1178.5
rễ cỏ_tranh,387.0,2890.0,89.0,1587.0,0.0,1238.25,1238.25,1238.25
chiếu tia_cực_tím,2216.0,2834.0,2185.0,2489.0,0.0,2431.0,2431.0,2431.0
màu đục,941.0,662.0,935.0,27.0,540.0,621.0,526.606078970624,621.0
sườn bên,1433.0,1350.0,1345.0,1347.0,999.0,1294.8,1097.9863946073494,1294.8
nỗi mẩn,1952.0,3384.0,1893.0,3453.0,0.0,2670.5,2670.5,2670.5
thần buồn_ngủ,941.0,3149.0,759.0,2417.0,0.0,1816.5,1816.5,1816.5
vận ngôn,2942.0,2770.0,2936.0,2974.0,0.0,2905.5,2905.5,2905.5
sinh_thiết cơ_quan,2178.0,1850.0,2141.0,2235.0,1561.0,1993.0,1690.0578347640155,1993.0
lợi_ích sức_khoẻ,2294.0,810.0,2281.0,1672.0,1379.0,1687.2,1430.740380739512,1687.2
bệnh_lý hồi,3092.0,1625.0,3092.0,2478.0,2080.0,2473.4,2097.4355486730137,2473.4
xe tuỷ_sống,719.0,236.0,644.0,392.0,171.0,432.4,366.6738623943604,432.4
đào_thải sắt,3415.0,1558.0,3415.0,3168.0,2332.0,2777.6,2355.3962076470293,2777.6
buổi chiều,3255.0,765.0,3255.0,1584.0,2158.0,2203.4,1868.476383903177,2203.4
thông_tin chính_xác,941.0,506.0,850.0,795.0,409.0,700.2,593.7674339697761,700.2
nhiễm_độc thai_nghén,1832.0,1985.0,1788.0,1556.0,1416.0,1715.4,1454.6538935043613,1715.4
dây_thần_kinh lưỡi,1952.0,383.0,1948.0,596.0,793.0,1134.4,961.9676907959355,1134.4
xơ đường_dẫn,2927.0,2972.0,2919.0,3192.0,2112.0,2824.4,2395.082462873801,2824.4
van cơ_học,1122.0,1051.0,1020.0,1350.0,727.0,1054.0,893.7887395089174,1054.0
sán_dây lợn,1265.0,2329.0,1197.0,1156.0,0.0,1486.75,1486.75,1486.75
tổn_thương lành_tính,387.0,93.0,335.0,169.0,62.0,209.2,177.40095285129556,209.2
hậu_quả nguy_hiểm,2294.0,1313.0,2276.0,1892.0,1534.0,1861.8,1578.800640624006,1861.8
thay_đổi thất_thường,1122.0,487.0,1060.0,830.0,458.0,791.4,671.1047518475875,791.4
biểu_hiện lạ,719.0,633.0,572.0,835.0,396.0,631.0,535.0860480361735,631.0
kháng tự_nhiên,1832.0,495.0,1808.0,982.0,811.0,1185.6,1005.3851324115487,1185.6
không_khí ẩm,2294.0,2701.0,2269.0,2672.0,1751.0,2337.4,1982.1079693815404,2337.4
điểm trắng,387.0,110.0,330.0,198.0,72.0,219.4,186.05052129815604,219.4
quy_trình chuyên_dụng,2121.0,3086.0,2071.0,2847.0,0.0,2531.25,2531.25,2531.25
khối_lượng cơ_bắp,1535.0,2071.0,1465.0,1801.0,1264.0,1627.2,1379.860566346215,1627.2
khăn giấy,1122.0,3100.0,960.0,2757.0,1302.0,1848.2,1567.2678826948588,1848.2
móng ngựa,2007.0,501.0,2001.0,726.0,979.0,1242.8,1053.8905554664918,1242.8
kinh cục_bộ,2294.0,945.0,2285.0,1547.0,1431.0,1700.4,1441.9339399060373,1700.4
tiền_căn sản_khoa,719.0,3368.0,409.0,3038.0,0.0,1883.5,1883.5,1883.5
bề đay,1535.0,3417.0,1435.0,3453.0,0.0,2460.0,2460.0,2460.0
cảm_giác tê,3075.0,971.0,3075.0,1452.0,2008.0,2116.2,1794.5310536515851,2116.2
hạt nho,719.0,1231.0,646.0,380.0,617.0,718.6,609.3705770503872,718.6
mẫu bệnh_phẩm,2414.0,2666.0,2400.0,2522.0,1819.0,2364.2,2004.8342864772128,2364.2
hồi manh_tràng,387.0,2896.0,88.0,1595.0,0.0,1241.5,1241.5,1241.5
chiết hoa_cúc,941.0,2912.0,752.0,2542.0,1116.0,1652.6,1401.3996877727104,1652.6
kim_ngân hoa,2765.0,2138.0,2760.0,2170.0,0.0,2458.25,2458.25,2458.25
thuỳ nhung,1122.0,1415.0,1053.0,894.0,864.0,1069.6,907.0174912511745,1069.6
khối_u cứng,2633.0,348.0,2633.0,1273.0,1326.0,1642.6,1392.9197187071609,1642.6
tay cẩn_thận,1832.0,567.0,1804.0,1025.0,872.0,1220.0,1034.556225997039,1220.0
sản_phẩm thảo_mộc,387.0,1563.0,204.0,654.0,601.0,681.8,578.1642908891649,681.8
xạ_trị trước_đây,1122.0,3169.0,967.0,2575.0,0.0,1958.25,1958.25,1958.25
giai_đoạn tiền,3261.0,933.0,3261.0,2229.0,2156.0,2368.0,2008.056674722122,2368.0
màng cao_su,1891.0,559.0,1887.0,351.0,944.0,1126.4,955.1837155434959,1126.4
trướng hơi,1433.0,3376.0,1272.0,3237.0,0.0,2329.5,2329.5,2329.5
tế cơ_bản,1265.0,2280.0,1183.0,1456.0,1195.0,1475.8,1251.4738346937952,1475.8
mật_độ khoáng_chất,1658.0,3037.0,1552.0,2501.0,0.0,2187.0,2187.0,2187.0
mủ màng,3231.0,1131.0,3231.0,2564.0,2146.0,2460.6,2086.58118826911,2460.6
môi_trường cổ,2178.0,217.0,2173.0,724.0,671.0,1192.6,1011.3211107574334,1192.6
hiện_tượng đặc,1658.0,574.0,1611.0,1139.0,764.0,1149.2,974.5180450129486,1149.2
đốm mỡ,941.0,798.0,828.0,1118.0,538.0,844.6,716.2181872763109,844.6
dinh_dưỡng hợp_lý,2393.0,3038.0,2356.0,2958.0,1863.0,2521.6,2138.308999568962,2521.6
đường_dẫn khí,3129.0,1557.0,3129.0,2171.0,0.0,2496.5,2496.5,2496.5
đáy bình,2007.0,2006.0,1969.0,2199.0,1502.0,1936.6,1642.2308092343162,1936.6
kiểu nam_giới,2121.0,1505.0,2110.0,1164.0,1511.0,1682.2,1426.5003962067372,1682.2
phương_pháp trị_liệu,941.0,568.0,845.0,903.0,435.0,738.4,626.1609158001751,738.4
vị chát,387.0,1724.0,336.0,169.0,0.0,654.0,654.0,654.0
niêm_mạc nhầy,387.0,291.0,259.0,444.0,170.0,310.2,263.0486404133455,310.2
hành_vi kỳ_lạ,2322.0,1872.0,2302.0,2227.0,1640.0,2072.6,1757.5583885257895,2072.6
bề_mặt bên,387.0,589.0,205.0,646.0,288.0,423.0,358.7026914727439,423.0
định_kỳ hàng,719.0,282.0,672.0,225.0,202.0,420.0,356.158700753079,420.0
bệnh_lý ác_tính,2609.0,395.0,2604.0,1378.0,1360.0,1669.2,1415.4764364215227,1669.2
hồng_cầu to,3121.0,117.0,3121.0,1092.0,1435.0,1777.2,1507.0601023294573,1777.2
cánh hoa,1122.0,882.0,1069.0,747.0,662.0,896.4,760.1444270358572,896.4
thực bào,3264.0,2584.0,3263.0,3230.0,0.0,3085.25,3085.25,3085.25
